name: r201-6, Alg: 5, number particle: 15
10-17 at 14:03:17, name: RC2_2_4-15, Alg: 16, #particle: 15, seed: 1
10-22 at 08:31:40, name: RC2_2_4-5, Alg: 16, #particle: 20, seed: 1
10-24 at 03:29:31, name: RC2_2_4-35, Alg: 16, #particle: 15, seed: 1
10-26 at 13:48:46, name: c101-6, Alg: 1, #particle: 15, seed: 1
10-26 at 17:18:42, name: c102-3, Alg: 1, #particle: 15, seed: 1
10-26 at 18:46:19, name: c201-10, Alg: 1, #particle: 15, seed: 1
10-26 at 22:15:42, name: r201-13, Alg: 1, #particle: 15, seed: 1
10-26 at 23:32:35, name: rc201-10, Alg: 1, #particle: 15, seed: 1
10-27 at 00:18:52, name: c202-10, Alg: 1, #particle: 15, seed: 1
10-27 at 00:49:52, name: r101-11, Alg: 1, #particle: 15, seed: 1
10-27 at 01:44:55, name: rc101-10, Alg: 1, #particle: 15, seed: 1
10-27 at 01:55:06, name: c103-10, Alg: 1, #particle: 15, seed: 1
10-27 at 05:07:50, name: r202-10, Alg: 1, #particle: 15, seed: 1
10-27 at 05:53:59, name: c203-10, Alg: 1, #particle: 15, seed: 1
10-27 at 08:52:27, name: rc202-10, Alg: 1, #particle: 15, seed: 1
10-27 at 11:13:25, name: c104-10, Alg: 1, #particle: 15, seed: 1
10-27 at 11:37:38, name: r102-13, Alg: 1, #particle: 15, seed: 1
10-27 at 11:55:05, name: r203-8, Alg: 1, #particle: 15, seed: 1
10-27 at 11:59:49, name: c204-5, Alg: 1, #particle: 15, seed: 1
10-27 at 13:41:43, name: rc102-10, Alg: 1, #particle: 15, seed: 1
10-27 at 16:36:18, name: rc203-10, Alg: 1, #particle: 15, seed: 1
10-27 at 17:12:39, name: c205-5, Alg: 1, #particle: 15, seed: 1
10-27 at 17:47:16, name: c105-7, Alg: 1, #particle: 15, seed: 1
10-27 at 18:21:49, name: RC2_2_4-5, Alg: 16, #particle: 25, seed: 1
10-27 at 18:29:09, name: r204-5, Alg: 1, #particle: 15, seed: 1
10-27 at 22:05:37, name: rc204-5, Alg: 1, #particle: 15, seed: 1
10-27 at 22:06:18, name: c206-10, Alg: 1, #particle: 15, seed: 1
10-27 at 23:00:38, name: r103-10, Alg: 1, #particle: 15, seed: 1
10-28 at 00:22:01, name: c106-6, Alg: 1, #particle: 15, seed: 1
10-28 at 00:38:57, name: rc103-10, Alg: 1, #particle: 15, seed: 1
10-28 at 01:04:29, name: r205-5, Alg: 1, #particle: 15, seed: 1
10-28 at 02:48:56, name: c207-10, Alg: 1, #particle: 15, seed: 1
10-28 at 02:55:57, name: c107-5, Alg: 1, #particle: 15, seed: 1
10-28 at 05:12:00, name: rc205-5, Alg: 1, #particle: 15, seed: 1
10-28 at 07:03:31, name: r104-6, Alg: 1, #particle: 15, seed: 1
10-28 at 07:34:15, name: c208-10, Alg: 1, #particle: 15, seed: 1
10-28 at 09:23:56, name: r206-5, Alg: 1, #particle: 15, seed: 1
10-28 at 09:34:52, name: c108-9, Alg: 1, #particle: 15, seed: 1
10-28 at 09:51:20, name: rc104-5, Alg: 1, #particle: 15, seed: 1
10-28 at 10:16:46, name: RC2_2_4-5, Alg: 16, #particle: 35, seed: 1
10-28 at 11:10:40, name: rc206-5, Alg: 1, #particle: 15, seed: 1
10-28 at 14:21:51, name: r207-5, Alg: 1, #particle: 15, seed: 1
10-28 at 16:30:11, name: r105-5, Alg: 1, #particle: 15, seed: 1
10-28 at 17:35:33, name: rc207-5, Alg: 1, #particle: 15, seed: 1
10-28 at 17:46:36, name: c109-10, Alg: 1, #particle: 15, seed: 1
10-28 at 19:19:32, name: r208-5, Alg: 1, #particle: 15, seed: 1
10-28 at 19:28:42, name: rc105-5, Alg: 1, #particle: 15, seed: 1
10-28 at 22:12:52, name: rc208-5, Alg: 1, #particle: 15, seed: 1
10-29 at 00:08:12, name: r209-5, Alg: 1, #particle: 15, seed: 1
10-29 at 01:12:41, name: r106-5, Alg: 1, #particle: 15, seed: 1
10-29 at 03:50:29, name: rc106-5, Alg: 1, #particle: 15, seed: 1
10-29 at 06:43:28, name: r210-5, Alg: 1, #particle: 15, seed: 1
10-29 at 08:33:46, name: r107-5, Alg: 1, #particle: 15, seed: 1
10-29 at 11:18:54, name: r211-5, Alg: 1, #particle: 15, seed: 1
10-29 at 12:01:32, name: rc107-5, Alg: 1, #particle: 15, seed: 1
10-29 at 15:51:27, name: r108-5, Alg: 1, #particle: 15, seed: 1
10-29 at 18:13:05, name: rc108-5, Alg: 1, #particle: 15, seed: 1
10-30 at 00:17:57, name: r109-5, Alg: 1, #particle: 15, seed: 1
10-30 at 08:00:22, name: r110-5, Alg: 1, #particle: 15, seed: 1
10-30 at 14:36:21, name: r111-5, Alg: 1, #particle: 15, seed: 1
10-30 at 21:49:37, name: r112-5, Alg: 1, #particle: 15, seed: 1
10-31 at 16:06:41, name: c201-10, Alg: 2, #particle: 15, seed: 1
10-31 at 17:17:20, name: c101-10, Alg: 2, #particle: 15, seed: 1
10-31 at 17:41:38, name: c202-10, Alg: 2, #particle: 15, seed: 1
10-31 at 17:42:59, name: r201-10, Alg: 2, #particle: 15, seed: 1
10-31 at 18:00:18, name: rc201-10, Alg: 2, #particle: 15, seed: 1
10-31 at 18:44:52, name: c102-8, Alg: 2, #particle: 15, seed: 1
10-31 at 18:56:31, name: rc101-11, Alg: 2, #particle: 15, seed: 1
10-31 at 19:33:25, name: c203-10, Alg: 2, #particle: 15, seed: 1
10-31 at 19:36:11, name: r101-11, Alg: 2, #particle: 15, seed: 1
10-31 at 20:08:18, name: c103-7, Alg: 2, #particle: 15, seed: 1
10-31 at 21:08:13, name: rc202-10, Alg: 2, #particle: 15, seed: 1
10-31 at 21:21:28, name: r202-10, Alg: 2, #particle: 15, seed: 1
10-31 at 21:49:48, name: c204-5, Alg: 2, #particle: 15, seed: 1
10-31 at 23:09:35, name: rc102-10, Alg: 2, #particle: 15, seed: 1
10-31 at 23:22:00, name: c205-5, Alg: 2, #particle: 15, seed: 1
10-31 at 23:30:37, name: rc203-10, Alg: 2, #particle: 15, seed: 1
10-31 at 23:48:14, name: c104-10, Alg: 2, #particle: 15, seed: 1
10-31 at 23:54:47, name: r102-10, Alg: 2, #particle: 15, seed: 1
11-01 at 00:01:56, name: r203-10, Alg: 2, #particle: 15, seed: 1
11-01 at 00:54:30, name: c206-10, Alg: 2, #particle: 15, seed: 1
11-01 at 01:05:00, name: rc204-5, Alg: 2, #particle: 15, seed: 1
11-01 at 01:49:42, name: c105-8, Alg: 2, #particle: 15, seed: 1
11-01 at 02:27:51, name: c207-10, Alg: 2, #particle: 15, seed: 1
11-01 at 02:54:02, name: rc103-10, Alg: 2, #particle: 15, seed: 1
11-01 at 03:41:28, name: r103-10, Alg: 2, #particle: 15, seed: 1
11-01 at 03:51:24, name: rc205-5, Alg: 2, #particle: 15, seed: 1
11-01 at 03:56:33, name: c208-10, Alg: 2, #particle: 15, seed: 1
11-01 at 04:30:03, name: c106-9, Alg: 2, #particle: 15, seed: 1
11-01 at 06:04:28, name: rc206-5, Alg: 2, #particle: 15, seed: 1
11-01 at 06:11:53, name: rc104-5, Alg: 2, #particle: 15, seed: 1
11-01 at 07:22:48, name: c107-8, Alg: 2, #particle: 15, seed: 1
11-01 at 07:27:56, name: r104-5, Alg: 2, #particle: 15, seed: 1
11-01 at 08:13:12, name: c108-6, Alg: 2, #particle: 15, seed: 1
11-01 at 08:19:29, name: rc207-5, Alg: 2, #particle: 15, seed: 1
11-01 at 09:47:21, name: rc105-5, Alg: 2, #particle: 15, seed: 1
11-01 at 10:17:17, name: rc208-5, Alg: 2, #particle: 15, seed: 1
11-01 at 11:15:24, name: c109-10, Alg: 2, #particle: 15, seed: 1
11-01 at 11:26:57, name: r105-5, Alg: 2, #particle: 15, seed: 1
11-01 at 13:47:22, name: rc106-5, Alg: 2, #particle: 15, seed: 1
11-01 at 00:50:42, name: r109-5, Alg: 16, #particle: 15, seed: 1
11-01 at 16:14:29, name: c201-15, Alg: 2, #particle: 15, seed: 1
11-01 at 18:08:40, name: c101-15, Alg: 2, #particle: 15, seed: 1
11-01 at 18:30:37, name: r201-15, Alg: 2, #particle: 15, seed: 1
11-01 at 18:46:51, name: rc201-15, Alg: 2, #particle: 15, seed: 1
11-01 at 19:02:38, name: c202-15, Alg: 2, #particle: 15, seed: 1
11-01 at 19:09:42, name: r101-5, Alg: 1, #particle: 5, seed: 1
11-01 at 19:44:27, name: rc101-16, Alg: 2, #particle: 15, seed: 1
11-01 at 20:30:27, name: r101-16, Alg: 2, #particle: 15, seed: 1
11-01 at 20:53:53, name: c102-13, Alg: 2, #particle: 15, seed: 1
11-01 at 21:29:02, name: r202-15, Alg: 2, #particle: 15, seed: 1
11-01 at 21:29:15, name: c203-15, Alg: 2, #particle: 15, seed: 1
11-01 at 21:51:17, name: rc202-15, Alg: 2, #particle: 15, seed: 1
11-01 at 23:23:38, name: r102-5, Alg: 1, #particle: 5, seed: 1
11-01 at 23:35:01, name: c204-10, Alg: 2, #particle: 15, seed: 1
11-01 at 23:56:52, name: c103-12, Alg: 2, #particle: 15, seed: 1
11-02 at 00:17:38, name: r203-15, Alg: 2, #particle: 15, seed: 1
11-02 at 00:48:42, name: r102-15, Alg: 2, #particle: 15, seed: 1
11-02 at 00:55:20, name: rc203-15, Alg: 2, #particle: 15, seed: 1
11-02 at 01:02:21, name: rc102-15, Alg: 2, #particle: 15, seed: 1
11-02 at 01:22:43, name: c205-10, Alg: 2, #particle: 15, seed: 1
11-02 at 02:32:58, name: r204-5, Alg: 2, #particle: 15, seed: 1
11-02 at 02:52:05, name: r103-5, Alg: 1, #particle: 5, seed: 1
11-02 at 03:10:01, name: r201-5, Alg: 1, #particle: 20, seed: 1
11-02 at 03:14:39, name: c206-15, Alg: 2, #particle: 15, seed: 1
11-02 at 03:21:38, name: rc204-10, Alg: 2, #particle: 15, seed: 1
11-02 at 03:26:53, name: rc101-5, Alg: 1, #particle: 20, seed: 1
11-02 at 03:38:09, name: c104-15, Alg: 2, #particle: 15, seed: 1
11-02 at 04:11:50, name: r103-15, Alg: 2, #particle: 15, seed: 1
11-02 at 04:56:27, name: c207-15, Alg: 2, #particle: 15, seed: 1
11-02 at 05:25:12, name: r205-5, Alg: 2, #particle: 15, seed: 1
11-02 at 05:31:02, name: rc103-15, Alg: 2, #particle: 15, seed: 1
11-02 at 05:31:03, name: rc201-5, Alg: 1, #particle: 20, seed: 1
11-02 at 06:19:35, name: c105-13, Alg: 2, #particle: 15, seed: 1
11-02 at 06:21:04, name: r104-5, Alg: 1, #particle: 5, seed: 1
11-02 at 06:30:38, name: r104-10, Alg: 2, #particle: 15, seed: 1
11-02 at 07:00:30, name: rc205-10, Alg: 2, #particle: 15, seed: 1
11-02 at 07:08:20, name: c208-15, Alg: 2, #particle: 15, seed: 1
11-02 at 07:22:20, name: r206-5, Alg: 2, #particle: 15, seed: 1
11-02 at 09:02:35, name: c106-14, Alg: 2, #particle: 15, seed: 1
11-02 at 09:06:16, name: rc104-10, Alg: 2, #particle: 15, seed: 1
11-02 at 09:22:10, name: r101-5, Alg: 1, #particle: 20, seed: 1
11-02 at 09:37:26, name: r105-10, Alg: 2, #particle: 15, seed: 1
11-02 at 09:39:41, name: c107-9, Alg: 2, #particle: 15, seed: 1
11-02 at 09:41:31, name: rc206-10, Alg: 2, #particle: 15, seed: 1
11-02 at 09:44:52, name: r207-5, Alg: 2, #particle: 15, seed: 1
11-02 at 10:02:06, name: c201-7, Alg: 3, #particle: 15, seed: 1
11-02 at 10:05:14, name: r105-5, Alg: 1, #particle: 5, seed: 1
11-02 at 11:48:30, name: r208-5, Alg: 2, #particle: 15, seed: 1
11-02 at 12:27:24, name: rc207-10, Alg: 2, #particle: 15, seed: 1
11-02 at 12:39:34, name: c108-11, Alg: 2, #particle: 15, seed: 1
11-01 at 10:26:44, name: r111-5, Alg: 16, #particle: 15, seed: 1
11-02 at 13:16:57, name: rc105-10, Alg: 2, #particle: 15, seed: 1
11-02 at 14:00:24, name: r106-5, Alg: 1, #particle: 5, seed: 1
11-02 at 14:03:56, name: r106-7, Alg: 2, #particle: 15, seed: 1
11-02 at 14:36:08, name: r209-5, Alg: 2, #particle: 15, seed: 1
11-02 at 14:37:14, name: rc208-10, Alg: 2, #particle: 15, seed: 1
11-02 at 14:53:54, name: r202-5, Alg: 1, #particle: 20, seed: 1
11-02 at 16:25:45, name: c109-15, Alg: 2, #particle: 15, seed: 1
11-02 at 16:55:15, name: rc202-5, Alg: 1, #particle: 20, seed: 1
11-02 at 17:11:19, name: rc102-5, Alg: 1, #particle: 20, seed: 1
11-02 at 17:23:05, name: c202-10, Alg: 3, #particle: 15, seed: 1
11-02 at 17:30:41, name: r210-5, Alg: 2, #particle: 15, seed: 1
11-02 at 17:36:10, name: rc106-10, Alg: 2, #particle: 15, seed: 1
11-02 at 17:42:41, name: r107-5, Alg: 1, #particle: 5, seed: 1
11-02 at 17:59:59, name: c101-2, Alg: 3, #particle: 15, seed: 1
11-02 at 18:56:04, name: r107-5, Alg: 2, #particle: 15, seed: 1
11-02 at 19:32:04, name: r211-5, Alg: 2, #particle: 15, seed: 1
11-02 at 19:59:01, name: c102-3, Alg: 3, #particle: 15, seed: 1
11-02 at 20:46:56, name: r108-5, Alg: 1, #particle: 5, seed: 1
11-02 at 21:38:50, name: rc107-5, Alg: 2, #particle: 15, seed: 1
11-02 at 23:50:04, name: r108-5, Alg: 2, #particle: 15, seed: 1
11-02 at 23:50:35, name: c103-4, Alg: 3, #particle: 15, seed: 1
11-03 at 00:22:06, name: r203-5, Alg: 1, #particle: 20, seed: 1
11-03 at 00:46:43, name: r109-5, Alg: 1, #particle: 5, seed: 1
11-03 at 01:11:33, name: rc108-5, Alg: 2, #particle: 15, seed: 1
11-03 at 01:34:53, name: c203-10, Alg: 3, #particle: 15, seed: 1
11-03 at 01:54:39, name: r102-5, Alg: 1, #particle: 20, seed: 1
11-03 at 02:35:40, name: rc203-5, Alg: 1, #particle: 20, seed: 1
11-03 at 02:41:43, name: rc201-10, Alg: 3, #particle: 15, seed: 1
11-03 at 03:45:26, name: r109-5, Alg: 2, #particle: 15, seed: 1
11-03 at 04:21:08, name: r110-5, Alg: 1, #particle: 5, seed: 1
11-03 at 04:30:06, name: rc103-5, Alg: 1, #particle: 20, seed: 1
11-03 at 07:36:26, name: r201-10, Alg: 3, #particle: 15, seed: 1
11-03 at 07:37:14, name: r111-5, Alg: 1, #particle: 5, seed: 1
11-03 at 08:19:49, name: r110-5, Alg: 2, #particle: 15, seed: 1
11-03 at 08:29:09, name: c104-10, Alg: 3, #particle: 15, seed: 1
11-03 at 08:46:00, name: c204-5, Alg: 3, #particle: 15, seed: 1
11-03 at 08:55:53, name: r204-5, Alg: 1, #particle: 20, seed: 1
11-03 at 10:07:50, name: c105-3, Alg: 3, #particle: 15, seed: 1
11-03 at 10:30:40, name: r112-5, Alg: 1, #particle: 5, seed: 1
11-03 at 10:45:56, name: rc204-5, Alg: 1, #particle: 20, seed: 1
11-03 at 11:29:34, name: c106-2, Alg: 3, #particle: 15, seed: 1
11-03 at 12:47:05, name: rc202-10, Alg: 3, #particle: 15, seed: 1
11-03 at 12:50:04, name: r111-5, Alg: 2, #particle: 15, seed: 1
11-03 at 13:02:02, name: c107-2, Alg: 3, #particle: 15, seed: 1
11-03 at 13:06:53, name: rc101-10, Alg: 3, #particle: 15, seed: 1
11-03 at 13:24:28, name: r201-5, Alg: 1, #particle: 5, seed: 1
11-03 at 15:58:36, name: r202-5, Alg: 1, #particle: 5, seed: 1
11-03 at 16:00:26, name: c205-5, Alg: 3, #particle: 15, seed: 1
11-03 at 16:04:23, name: r202-10, Alg: 3, #particle: 15, seed: 1
11-03 at 17:17:23, name: r103-5, Alg: 1, #particle: 20, seed: 1
11-03 at 17:18:22, name: rc104-5, Alg: 1, #particle: 20, seed: 1
11-03 at 17:42:04, name: c108-3, Alg: 3, #particle: 15, seed: 1
11-03 at 18:09:39, name: r112-5, Alg: 2, #particle: 15, seed: 1
11-03 at 18:41:32, name: r203-5, Alg: 1, #particle: 5, seed: 1
11-03 at 19:01:36, name: r205-5, Alg: 1, #particle: 20, seed: 1
11-03 at 21:04:47, name: r204-5, Alg: 1, #particle: 5, seed: 1
11-03 at 21:25:20, name: c109-6, Alg: 3, #particle: 15, seed: 1
11-03 at 22:44:10, name: rc203-10, Alg: 3, #particle: 15, seed: 1
11-03 at 22:56:27, name: rc205-5, Alg: 1, #particle: 20, seed: 1
11-03 at 23:39:09, name: c206-10, Alg: 3, #particle: 15, seed: 1
11-03 at 23:58:25, name: c101-2, Alg: 4, #particle: 15, seed: 1
11-04 at 00:01:40, name: r205-5, Alg: 1, #particle: 5, seed: 1
11-04 at 00:21:15, name: rc102-10, Alg: 3, #particle: 15, seed: 1
11-04 at 01:20:20, name: r203-7, Alg: 3, #particle: 15, seed: 1
11-04 at 01:35:55, name: c102-2, Alg: 4, #particle: 15, seed: 1
11-04 at 02:25:04, name: r206-5, Alg: 1, #particle: 5, seed: 1
11-04 at 04:27:21, name: r206-5, Alg: 1, #particle: 20, seed: 1
11-04 at 04:37:15, name: r207-5, Alg: 1, #particle: 5, seed: 1
11-04 at 05:20:20, name: c103-3, Alg: 4, #particle: 15, seed: 1
11-04 at 06:40:41, name: r208-5, Alg: 1, #particle: 5, seed: 1
11-04 at 06:50:49, name: rc204-5, Alg: 3, #particle: 15, seed: 1
11-04 at 07:12:56, name: c207-10, Alg: 3, #particle: 15, seed: 1
11-04 at 07:28:29, name: r104-5, Alg: 1, #particle: 20, seed: 1
11-04 at 08:14:54, name: rc105-5, Alg: 1, #particle: 20, seed: 1
11-04 at 09:30:47, name: r209-5, Alg: 1, #particle: 5, seed: 1
11-04 at 09:37:39, name: r204-5, Alg: 3, #particle: 15, seed: 1
11-04 at 10:16:16, name: rc206-5, Alg: 1, #particle: 20, seed: 1
11-04 at 11:21:19, name: r101-10, Alg: 3, #particle: 15, seed: 1
11-04 at 11:55:53, name: r210-5, Alg: 1, #particle: 5, seed: 1
11-04 at 12:29:20, name: rc103-10, Alg: 3, #particle: 15, seed: 1
11-04 at 14:31:29, name: r211-5, Alg: 1, #particle: 5, seed: 1
11-04 at 14:38:51, name: c208-10, Alg: 3, #particle: 15, seed: 1
11-04 at 14:47:35, name: r207-5, Alg: 1, #particle: 20, seed: 1
11-04 at 15:30:26, name: c101-2, Alg: 1, #particle: 5, seed: 1
11-04 at 17:03:31, name: c104-6, Alg: 4, #particle: 15, seed: 1
11-04 at 17:59:48, name: c102-5, Alg: 1, #particle: 5, seed: 1
11-04 at 18:32:15, name: c105-2, Alg: 4, #particle: 15, seed: 1
11-04 at 19:18:07, name: r205-5, Alg: 3, #particle: 15, seed: 1
11-04 at 19:33:17, name: rc205-5, Alg: 3, #particle: 15, seed: 1
11-04 at 20:31:22, name: c106-2, Alg: 4, #particle: 15, seed: 1
11-04 at 20:48:13, name: c103-5, Alg: 1, #particle: 5, seed: 1
11-04 at 21:31:05, name: c201-4, Alg: 4, #particle: 15, seed: 1
11-04 at 21:58:24, name: rc207-5, Alg: 1, #particle: 20, seed: 1
11-04 at 22:04:44, name: c107-2, Alg: 4, #particle: 15, seed: 1
11-04 at 23:48:23, name: r105-5, Alg: 1, #particle: 20, seed: 1
11-05 at 00:06:20, name: c104-5, Alg: 1, #particle: 5, seed: 1
11-05 at 00:30:00, name: rc106-5, Alg: 1, #particle: 20, seed: 1
11-05 at 00:33:25, name: r208-5, Alg: 1, #particle: 20, seed: 1
11-05 at 01:56:48, name: c108-3, Alg: 4, #particle: 15, seed: 1
11-05 at 02:29:35, name: c105-5, Alg: 1, #particle: 5, seed: 1
11-05 at 02:35:31, name: c202-3, Alg: 4, #particle: 15, seed: 1
11-05 at 02:53:09, name: c106-1, Alg: 1, #particle: 5, seed: 1
11-05 at 03:08:21, name: rc104-5, Alg: 3, #particle: 15, seed: 1
11-05 at 03:25:18, name: r102-10, Alg: 3, #particle: 15, seed: 1
11-05 at 04:27:17, name: r206-5, Alg: 3, #particle: 15, seed: 1
11-05 at 05:17:31, name: c107-5, Alg: 1, #particle: 5, seed: 1
11-05 at 06:16:01, name: rc206-5, Alg: 3, #particle: 15, seed: 1
11-05 at 06:35:27, name: c109-3, Alg: 4, #particle: 15, seed: 1
11-05 at 08:05:10, name: rc208-5, Alg: 1, #particle: 20, seed: 1
11-05 at 08:08:05, name: c108-5, Alg: 1, #particle: 5, seed: 1
11-05 at 08:46:02, name: c101-2, Alg: 5, #particle: 15, seed: 1
11-05 at 10:14:03, name: c102-2, Alg: 5, #particle: 15, seed: 1
11-05 at 11:20:50, name: c109-5, Alg: 1, #particle: 5, seed: 1
11-05 at 11:34:00, name: r209-5, Alg: 1, #particle: 20, seed: 1
11-05 at 11:45:49, name: r207-5, Alg: 3, #particle: 15, seed: 1
11-05 at 13:13:57, name: rc201-5, Alg: 2, #particle: 20, seed: 1
11-05 at 13:16:49, name: c201-5, Alg: 1, #particle: 5, seed: 1
11-05 at 14:06:29, name: rc107-5, Alg: 1, #particle: 20, seed: 1
11-05 at 14:16:16, name: c203-10, Alg: 4, #particle: 15, seed: 1
11-05 at 14:42:14, name: rc105-5, Alg: 3, #particle: 15, seed: 1
11-05 at 14:56:41, name: rc207-5, Alg: 3, #particle: 15, seed: 1
11-05 at 15:11:01, name: c202-5, Alg: 1, #particle: 5, seed: 1
11-05 at 15:39:15, name: r106-5, Alg: 1, #particle: 20, seed: 1
11-05 at 16:50:34, name: c103-4, Alg: 5, #particle: 15, seed: 1
11-05 at 17:04:08, name: r103-10, Alg: 3, #particle: 15, seed: 1
11-05 at 17:12:47, name: c203-5, Alg: 1, #particle: 5, seed: 1
11-05 at 18:21:10, name: rc202-5, Alg: 2, #particle: 20, seed: 1
11-05 at 19:01:42, name: r208-5, Alg: 3, #particle: 15, seed: 1
11-05 at 19:24:13, name: c204-5, Alg: 1, #particle: 5, seed: 1
11-05 at 20:20:10, name: rc101-30, Alg: 3, #particle: 15, seed: 1
11-05 at 21:10:45, name: c205-5, Alg: 1, #particle: 5, seed: 1
11-05 at 22:00:26, name: rc203-5, Alg: 2, #particle: 20, seed: 1
11-05 at 22:32:44, name: r210-5, Alg: 1, #particle: 20, seed: 1
11-05 at 22:33:29, name: c104-7, Alg: 5, #particle: 15, seed: 1
11-05 at 22:59:27, name: c206-5, Alg: 1, #particle: 5, seed: 1
11-05 at 23:07:22, name: rc208-5, Alg: 3, #particle: 15, seed: 1
11-06 at 00:24:03, name: rc204-5, Alg: 2, #particle: 20, seed: 1
11-06 at 00:24:15, name: c105-6, Alg: 5, #particle: 15, seed: 1
11-06 at 00:46:42, name: c207-5, Alg: 1, #particle: 5, seed: 1
11-06 at 02:05:13, name: rc106-5, Alg: 3, #particle: 15, seed: 1
11-06 at 02:28:39, name: c208-5, Alg: 1, #particle: 5, seed: 1
11-06 at 02:56:58, name: rc108-5, Alg: 1, #particle: 20, seed: 1
11-06 at 03:08:15, name: c106-2, Alg: 5, #particle: 15, seed: 1
11-06 at 03:19:51, name: c204-5, Alg: 4, #particle: 15, seed: 1
11-06 at 03:40:41, name: r209-5, Alg: 3, #particle: 15, seed: 1
11-06 at 03:53:46, name: r107-5, Alg: 1, #particle: 20, seed: 1
11-06 at 04:35:20, name: r104-5, Alg: 3, #particle: 15, seed: 1
11-06 at 05:03:32, name: c107-3, Alg: 5, #particle: 15, seed: 1
11-06 at 05:19:33, name: c205-1, Alg: 4, #particle: 15, seed: 1
11-06 at 05:33:09, name: rc205-5, Alg: 2, #particle: 20, seed: 1
11-06 at 06:25:28, name: rc101-5, Alg: 1, #particle: 5, seed: 1
11-06 at 07:04:13, name: c108-2, Alg: 5, #particle: 15, seed: 1
11-06 at 08:40:03, name: r211-5, Alg: 1, #particle: 20, seed: 1
11-06 at 09:30:51, name: rc206-5, Alg: 2, #particle: 20, seed: 1
11-06 at 10:03:41, name: rc101-5, Alg: 2, #particle: 20, seed: 1
11-06 at 10:51:05, name: rc102-5, Alg: 1, #particle: 5, seed: 1
11-06 at 10:53:54, name: rc201-10, Alg: 4, #particle: 15, seed: 1
11-06 at 11:49:07, name: c109-3, Alg: 5, #particle: 15, seed: 1
11-06 at 12:53:29, name: rc107-5, Alg: 3, #particle: 15, seed: 1
11-06 at 13:29:49, name: r201-5, Alg: 2, #particle: 20, seed: 1
11-06 at 13:31:00, name: r210-5, Alg: 3, #particle: 15, seed: 1
11-06 at 13:36:26, name: c101-8, Alg: 6, #particle: 15, seed: 1
11-06 at 13:39:08, name: rc207-5, Alg: 2, #particle: 20, seed: 1
11-06 at 14:02:29, name: rc103-5, Alg: 1, #particle: 5, seed: 1
11-06 at 14:41:58, name: c102-5, Alg: 6, #particle: 15, seed: 1
11-06 at 16:23:45, name: rc208-5, Alg: 2, #particle: 20, seed: 1
11-06 at 16:36:33, name: rc102-5, Alg: 2, #particle: 20, seed: 1
11-06 at 16:53:08, name: c206-10, Alg: 4, #particle: 15, seed: 1
11-06 at 17:02:35, name: rc104-5, Alg: 1, #particle: 5, seed: 1
11-06 at 17:36:24, name: r108-5, Alg: 1, #particle: 20, seed: 1
11-06 at 17:49:33, name: r202-5, Alg: 2, #particle: 20, seed: 1
11-06 at 19:06:29, name: c207-2, Alg: 4, #particle: 15, seed: 1
11-06 at 19:09:39, name: c103-10, Alg: 6, #particle: 15, seed: 1
11-06 at 19:14:36, name: r105-5, Alg: 3, #particle: 15, seed: 1
11-06 at 20:51:15, name: rc105-5, Alg: 1, #particle: 5, seed: 1
11-06 at 20:57:28, name: r203-5, Alg: 2, #particle: 20, seed: 1
11-06 at 20:59:26, name: rc103-5, Alg: 2, #particle: 20, seed: 1
11-06 at 21:53:27, name: r211-5, Alg: 3, #particle: 15, seed: 1
11-06 at 22:43:53, name: c104-10, Alg: 6, #particle: 15, seed: 1
11-06 at 23:19:00, name: rc202-10, Alg: 4, #particle: 15, seed: 1
11-06 at 23:48:42, name: c105-3, Alg: 6, #particle: 15, seed: 1
11-07 at 00:07:24, name: r204-5, Alg: 2, #particle: 20, seed: 1
11-07 at 00:10:35, name: rc108-5, Alg: 3, #particle: 15, seed: 1
11-07 at 00:26:05, name: rc106-5, Alg: 1, #particle: 5, seed: 1
11-07 at 00:38:19, name: c106-2, Alg: 6, #particle: 15, seed: 1
11-07 at 01:20:46, name: c107-3, Alg: 6, #particle: 15, seed: 1
11-07 at 01:22:29, name: rc104-5, Alg: 2, #particle: 20, seed: 1
11-07 at 02:11:19, name: c108-2, Alg: 6, #particle: 15, seed: 1
11-07 at 02:50:21, name: r205-5, Alg: 2, #particle: 20, seed: 1
11-07 at 03:40:53, name: rc107-5, Alg: 1, #particle: 5, seed: 1
11-07 at 04:26:51, name: c109-7, Alg: 6, #particle: 15, seed: 1
11-07 at 04:40:01, name: rc201-5, Alg: 3, #particle: 20, seed: 1
11-07 at 04:57:53, name: c101-4, Alg: 7, #particle: 15, seed: 1
11-07 at 05:34:30, name: r206-5, Alg: 2, #particle: 20, seed: 1
11-07 at 06:04:24, name: c208-10, Alg: 4, #particle: 15, seed: 1
11-07 at 06:37:41, name: c102-3, Alg: 7, #particle: 15, seed: 1
11-07 at 06:53:11, name: r106-5, Alg: 3, #particle: 15, seed: 1
11-07 at 07:03:24, name: r109-5, Alg: 1, #particle: 20, seed: 1
11-07 at 07:24:32, name: rc108-5, Alg: 1, #particle: 5, seed: 1
11-07 at 07:33:29, name: rc105-5, Alg: 2, #particle: 20, seed: 1
11-07 at 08:21:19, name: c103-4, Alg: 7, #particle: 15, seed: 1
11-07 at 08:48:42, name: r207-5, Alg: 2, #particle: 20, seed: 1
11-07 at 09:13:29, name: r201-10, Alg: 4, #particle: 15, seed: 1
